pmid,articlepubdate,articletype,pmidsrcs,meshheadings,meshsubheadings,meshcodes,cids,sids,articletitle,articleabstract,articlejourname,articleauth,articleaffil,citation,dois,annotation
30989992,20190301,article,mesh,"Animals,Autophagy,Cordyceps,Epithelial Cells,Galactose,Mycelium,Rats",NULL,NULL,"6036,3037556",NULL,[Molecular mechanisms of mycelium of Cordyceps sinensis ameliorating renal tubular epithelial cells aging induced by D-galactose via inhibiting autophagy-related AMPK/ULK1 signaling activation],"To explore the effects and molecular mechanisms of mycelium of Cordyceps sinensis(MCs)improving renal tubular epithelial cells aging induced by D-galactose,the renal proximal tubular epithelial cells(NRK-52E cells)of rats in vitro were divided into the normal group(N),the D-gal model group(D),the low dose of MCs group(L-MCs),the medium dose of MCs group(M-MCs)and the high dose of MCs group(H-MCs),and treated by the different measures,respectively.More specifically,the NRK-52E cells in each group were separa",Zhongguo Zhong yao za zhi = Zhongguo zhongyao zazhi = China journal of Chinese materia medica,"Bu-Hui Liu, Wei-Ming He, Yi-Gang Wan, Kun Gao, Yue Tu, Wei Wu, Jia-Yin Tao, Jing-Jing Zhu, Ying-Dan Lu, Wei Sun","Department of Nephrology,the Affiliated Hospital of Nanjing University of Chinese Medicine Nanjing 210029,China. Department of Traditional Chinese Medicine,Nanjing Drum Tower Hospital Clinical College of Chinese Medicine and Western Medicine,Nanjing University of Chinese Medicine Nanjing 210008,China. Department of Traditional Chinese Medicine Health Preservation,Second Clinic Medical School,Nanjing University of Chinese Medicine Nanjing 210023,China Section of Comparative Medicine,Yale University School of",2019 Mar; 44(6):1258-1265,10.19540/j.cnki.cjcmm.20181205.001,NULL
12753921,20030522,article,"xref,mesh","Androstenedione,Animals,Cells, Cultured,Colforsin,Cordyceps,Cyclic AMP-Dependent Protein Kinases,Enzyme Inhibitors,Hydroxycholesterols,Isoquinolines,Leydig Cells,Male,Mice,Mice, Inbred C57BL,Mycelium,Progestins,Protein Kinase C,Staurosporine,Sulfonamides,Testosterone,Tetradecanoylphorbol Acetate","antagonists & inhibitors,biosynthesis,drug effects,enzymology,metabolism,pharmacology,physiology","D000735 Q000378 NN,D004791 Q000494 NN,D005576 Q000494 NN,D006888 Q000494 NN,D007546 Q000494 NN,D007985 Q000187 NN,D007985 Q000201 NN,D007985 Q000378 NY,D011372 Q000378 NN,D011493 Q000037 NN,D013739 Q000096 NY,D013755 Q000494 NN,D017868 Q000037 NN,D019311 Q000494 NN,D025282 Q000502 NN,D032661 Q000502 NY","3541,4792,5279,5408,6013,6128,27924,44259,47936,107724,119207,167685,168038,442070,444028,449241,451705,499950,5311103,5459111,6419748,6432567,6711321,9937179,9956178,12304591,42610657,44299148,49831000,146157054","127394830,128074998,128649586,128808200,129021022,129917899,129922365,136086810",Regulatory mechanism of Cordyceps sinensis mycelium on mouse Leydig cell steroidogenesis,"We demonstrate the mechanism by which Cordyceps sinensis (CS) mycelium regulates Leydig cell steroidogenesis. Mouse Leydig cells were treated with forskolin, H89, phorbol 12-myristate 13-acetate, staurosporine, or steroidogenic enzyme precursors with or without 3 mg/ml CS; then testosterone production was determined. H89, but not phorbol 12-myristate 13-acetate or staurosporine, decreased CS-treated Leydig cell steroidogenesis. CS inhibited Leydig cell steroidogenesis by suppressing the activity of P450scc ",FEBS letters,"Chih-Chao Hsu, Shaw-Jeng Tsai, Yuan-Li Huang, Bu-Miin Huang","Department of Cell Biology and Anatomy, College of Medicine, National Cheng Kung University, #1 Ta-Hsueh Road, 701, Tainan, Taiwan.",2003 May; 543(1-3):140-3,10.1016/s0014-5793(03)00427-7,NULL
12831777,20030701,article,"xref,mesh","Animals,Blotting, Western,Cell Line,Cordyceps,Cyclooxygenase 2,Cyclooxygenase 2 Inhibitors,Cyclooxygenase Inhibitors,Dinoprostone,Electrophoretic Mobility Shift Assay,Enzyme Inhibitors,Female,Inflammation Mediators,Interleukin-1,Isoenzymes,Lipopolysaccharides,Macrophages,Methanol,Mice,Mice, Inbred BALB C,NF-kappa B,Nitric Oxide,Nitric Oxide Synthase,Nitric Oxide Synthase Type II,Plant Extracts,Prostaglandin-Endoperoxide Synthases,Reverse Transcriptase Polymerase Chain Reaction,Solvents,Tumor Necrosis Factor","antagonists & inhibitors,biosynthesis,chemistry,drug effects,metabolism,pharmacology","D004791 Q000494 NN,D007375 Q000037 NN,D007375 Q000096 NN,D007527 Q000378 NN,D008070 Q000494 NN,D008264 Q000187 NN,D008264 Q000378 NN,D009569 Q000096 NN,D010936 Q000494 NN,D011451 Q000378 NN,D014409 Q000037 NN,D014409 Q000096 NN,D015232 Q000096 NN,D016328 Q000037 NY,D016328 Q000378 NN,D016861 Q000494 NN,D018836 Q000037 NY,D019001 Q000037 NN,D032661 Q000737 NY","887,9691,145068,5280360,10942334,53677473",129679141,Methanol extract of Cordyceps pruinosa inhibits in vitro and in vivo inflammatory mediators by suppressing NF-kappaB activation,"Cordyceps pruinosa has been used in traditional folk medicine to treat numerous diseases. The molecular mechanism of C. pruinosa pharmacological and biochemical actions of macrophages in inflammation has not been clearly elucidated. We examined how the methanol extract of C. pruinosa regulates production of IL-1beta, TNF-alpha, nitric oxide (NO), and prostaglandin E(2) (PGE(2)) in vitro and in vivo. The extract inhibits these inflammatory mediators in LPS-stimulated murine macrophage cell line RAW264.7 and ",Toxicology and applied pharmacology,"Ki-Mo Kim, Young-Guen Kwon, Hun-Taeg Chung, Young-Gab Yun, Hyun-Ock Pae, Jeong A Han, Kwon Soo Ha, Tae-Woong Kim, Young-Myeong Kim","Department of Molecular and Cellular Biochemistry, School of Medicine, Kangwon National University, Chunchon, Kangwon-Do 200-701, South Korea.",2003 Jul; 190(1):1-8,10.1016/s0041-008x(03)00152-2,NULL
12902305,20030801,article,mesh,"Base Sequence,Chromosome Mapping,Cordyceps,Molecular Sequence Data,Polymerase Chain Reaction","genetics,physiology","D032661 Q000235 NY,D032661 Q000502 NN",NULL,NULL,Structures of the mating-type loci of Cordyceps takaomontana,"Nucleotide sequences of the mating-type loci MAT1-1 and MAT1-2 of Cordyceps takaomontana were determined, which is the first such report for the clavicipitaceous fungi. MAT1-1 contains two mating-type genes, MAT1-1-1 and MAT1-1-2, but MAT1-1-3 could not be found. On the other hand, MAT1-2 has MAT1-2-1. A pseudogene of MAT1-1-1 is located next to MAT1-2.",Applied and environmental microbiology,"Eiji Yokoyama, Kenzo Yamagishi, Akira Hara","The Agricultural High-Tech Research Center, Meijo University, Tempaku-ku, Nagoya 468-8502, Japan.",2003 Aug; 69(8):5019-22,10.1128/aem.69.8.5019-5022.2003,NULL
15721201,20050401,article,"xref,mesh","Apoptosis,Carbon Dioxide,Carcinoma, Hepatocellular,Chromatography, Supercritical Fluid,Colonic Neoplasms,Cordyceps,DNA,Free Radical Scavengers,Humans,Liver Neoplasms,Plant Extracts,Solvents,Stem Cells,Tumor Cells, Cultured","chemistry,drug effects,isolation & purification,metabolism,pathology,pharmacology","D002245 Q000737 NN,D003110 Q000473 NY,D004247 Q000378 NN,D006528 Q000473 NY,D008113 Q000473 NY,D010936 Q000302 NN,D010936 Q000494 NN,D016166 Q000494 NY,D017209 Q000187 NY,D032661 Q000737 NY","280,6303,44135672",128800334,Free radical scavenging and apoptotic effects of Cordyceps sinensis fractionated by supercritical carbon dioxide,"Supercritical carbon dioxide (SC-CO2) was used as the elution solvent for fractioning ethanolic extract (E) of Cordyceps sinensis (CS), a traditional Chinese herbal remedy, into R, F1, F2, and F3 fractions. This extractive fractionation method is amenable to large scale and is nontoxic. These four fractions were characterized in terms of total polysaccharides and cordycepin concentrations, scavenging ability of free radicals, and anti-tumor activities. Experimental results demonstrated that fractionation al",Food and chemical toxicology : an international journal published for the British Industrial Biological Research Association,"Be-Jen Wang, Shen-Jeu Won, Zer-Ran Yu, Chun-Li Su","Department of Food Science, National Chiayi University, 300 University Road, Chiayi 600, Taiwan. bejen@mail.ncyu.edu.tw",2005 Apr; 43(4):543-52,10.1016/j.fct.2004.12.008,NULL
16529697,20060301,article,mesh,"Animals,CD4 Antigens,CD8 Antigens,Cordyceps,Drug Synergism,Drugs, Chinese Herbal,Graft Survival,Male,Skin Transplantation,Swine,Swine, Miniature,Transplantation, Homologous,Tripterygium","drug effects,metabolism,pharmacology","D004365 Q000494 NY,D006085 Q000187 NY,D015704 Q000378 NN,D016827 Q000378 NN",NULL,NULL,[Effects of compound preparation of Cordyceps sinensis and Tripterygium hypoglaucum on survival time of pigskin after allogeneic transplantation],"OBJECTIVE: To investigate the effects of compound preparation of Cordyceps sinensis and Tripterygium hypoglaucum (CSTHC) on survival time of grafted pigskin after allogeneic transplantation and its mechanism. METHODS: The pigskin was treated with CSTHC solution before allogeneic transplantation, and CSTHC ointment was applied for external use on the grafted pigskin after skin transplantation. Cyclosporine A (CsA) and normal saline were served as control. The survival time, the appearance and the histomorpho",Zhong xi yi jie he xue bao = Journal of Chinese integrative medicine,"Dai-Wei Cheng, Yong Zou, Ning Qian, Chao-Liang Wang, Ying-Biao Tian, Da-Li Wang, Gui-Xiang Zhao, Zhen-Yu Gao","Department of Burn and Plastic Surgery, Guizhou People's Hospital, Guiyang, Guizhou Province 550002, China. cdw1960@sina.com",2006 Mar; 4(2):185-8,10.3736/jcim20060215,NULL
17266369,20070401,article,"xref,mesh,assay","Alkaloids,Animals,Antimalarials,Butadienes,Cordyceps,Humans,Inhibitory Concentration 50,Insecta,KB Cells,Molecular Structure,Phenols,Plasmodium falciparum","chemistry,drug effects,isolation & purification,microbiology,pharmacology","D000470 Q000302 NY,D000470 Q000494 NN,D000470 Q000737 NN,D000962 Q000302 NY,D000962 Q000494 NN,D000962 Q000737 NN,D002070 Q000302 NY,D002070 Q000494 NN,D002070 Q000737 NY,D007313 Q000382 NY,D010636 Q000302 NY,D010636 Q000494 NN,D010636 Q000737 NY,D010963 Q000187 NY,D032661 Q000737 NY","11382,5378293,10221470,16216157,16216158,16216159,20056729,139031011",246771111,A xanthocillin-like alkaloid from the insect pathogenic fungus Cordyceps brunnearubra BCC 1395,"Cordyformamide (4), the plausible biogenetic precursor of xanthocillin Y2, was isolated from a culture broth of the insect pathogenic fungus Cordyceps brunnearubra BCC 1395. Cordyformamide was found to exhibit activity against the malarial parasite Plasmodium falciparum K1 with an IC50 value of 18 microM, whereas it showed weak or no cytotoxicity.",Journal of natural products,"Masahiko Isaka, Bundit Boonkhao, Pranee Rachtawee, Patchanee Auncharoen","National Center for Genetic Engineering and Biotechnology (BIOTEC), Thailand Science Park, 113 Phaholyothin Road, Klong Luang, Pathumthani 12120, Thailand. isaka@biotec.or.th",2007 Apr; 70(4):656-8,10.1021/np060509t,NULL
17400449,20070601,article,"xref,mesh","Alkaloids,Biotransformation,Cordyceps,Glucosides,Iridoid Glucosides,Iridoids,Monoterpenes,Mycelium,Pyrans",metabolism,"D000470 Q000378 NY,D005960 Q000378 NY,D011714 Q000378 NY,D025282 Q000378 NY,D032661 Q000378 NY,D039821 Q000378 NY,D039823 Q000378 NY","1049,88708",128329009,Biotransformation of gentiopicroside by asexual mycelia of Cordyceps sinensis,"The biotransformation of gentiopicroside by asexual mycelia of Cordyceps sinensis yielded two products, one of which was proved to be a new pyridine monoterpene alkaloid. The possible mechanisms were discussed.",Bioorganic & medicinal chemistry letters,"Dong Wang, Min Xu, Hong-Tao Zhu, Ke-Ke Chen, Ying-Jun Zhang, Chong-Ren Yang","State Key Laboratory of Phytochemistry and Plant Resources in West China, Kunming Institute of Botany, Chinese Academy of Sciences, Kunming 650204, China.",2007 Jun; 17(11):3195-7,10.1016/j.bmcl.2007.03.022,NULL
17822865,20071008,article,"xref,mesh","Animals,Anti-Inflammatory Agents,Antineoplastic Agents,Cell Line, Tumor,Cell Proliferation,Cinnamomum,Cordyceps,Dose-Response Relationship, Drug,Humans,Inflammation Mediators,Interleukin-12,Macrophages, Peritoneal,Mice,Mice, Inbred BALB C,Nitric Oxide,Plant Bark,Plant Extracts,Polyporales,Tumor Necrosis Factor-alpha","administration & dosage,chemistry,drug effects,metabolism,pharmacology","D000893 Q000008 NN,D000893 Q000494 NY,D000970 Q000008 NN,D000970 Q000494 NY,D009569 Q000378 NN,D010936 Q000008 NN,D010936 Q000494 NY,D010936 Q000737 NN,D014409 Q000378 NN,D017737 Q000187 NN,D017737 Q000378 NN,D018664 Q000378 NN,D018836 Q000378 NN,D020072 Q000737 NN,D027424 Q000737 NN,D032661 Q000737 NN,D049109 Q000187 NN","263,6212,8058,8857,145068","128047904,128530390,129491807,129677094","Evaluation of the anti-inflammatory and anti-proliferation tumoral cells activities of Antrodia camphorata, Cordyceps sinensis, and Cinnamomum osmophloeum bark extracts","The extracts of chloroform (1) and methanol (2) from Antrodia camphorata (AC), and chloroform (3) and n-butanol (4) fractions of methanol extract from Cordyceps sinensis (CS), and hexane (5), ethyl acetate (6), and methanol (7) from Cinnamomum osmophloeum bark (CO) were evaluated for their anti-inflammatory as well as tumor-cell growth inhibitory activities in vitro. All the tested extracts dose dependently inhibited the enhanced production of inflammatory mediators such as nitric oxide (NO) through reducin",Journal of ethnopharmacology,"Yerra Koteswara Rao, Shih-Hua Fang, Yew-Min Tzeng","Institute of Biotechnology, Chaoyang University of Technology, Wufeng 413, Taiwan, ROC.",2007 Oct; 114(1):78-85,10.1016/j.jep.2007.07.028,NULL
19294849,20081201,article,xref,"Cordyceps,Culture Techniques,Fruiting Bodies, Fungal",chemistry,"D032661 Q000737 NY,D048690 Q000737 NY","6303,11197,60961,439550,90388304","127761636,128800334,128814610,129099381,245465960",[Chemical constituents from dried sorophore of cultured Cordyceps militaris],"OBJECTIVE: To investigate the chemical constituents of the dried sorophore of cultured Cordyceps militaris. METHOD: Compounds were isolated and purified by macroporous adsorption resin and silica gel column chromatography. Their chemical structures were elucidated on the basis of physicochemical properties and spectral data (IR, FAB-MS, 1H-NMR and 13C-NMR). RESULT: Nine compounds were isolated and identified as: ergosta-4, 6, 8 (14)-tetraen-3-one (1), citrostadienol (2), tetracosanoic acid 2, 3-dihydroxypro",Zhongguo Zhong yao za zhi = Zhongguo zhongyao zazhi = China journal of Chinese materia medica,"Zi-Ming Lv, Yong-Tao Jiang, Li-Jun Wu, Ke Liu","Bejing Yiling Pharmaceutical Research and Development Center, Beijing 102600, China.",2008 Dec; 33(24):2914-7,NULL,NULL
19411745,20090401,article,"xref,mesh","Angiotensin II,Apoptosis,Caspase 3,Cells, Cultured,Cordyceps,Cyclin-Dependent Kinase Inhibitor p21,Drugs, Chinese Herbal,Epithelial Cells,Glucuronidase,Humans,Kidney Tubules,Losartan,RNA, Messenger,Tumor Suppressor Protein p53","chemistry,cytology,drug effects,genetics,metabolism,pharmacology","D000804 Q000494 NY,D004365 Q000494 NN,D004847 Q000166 NN,D004847 Q000378 NN,D005966 Q000235 NN,D005966 Q000378 NY,D007684 Q000166 NN,D007684 Q000378 NY,D012333 Q000235 NN,D012333 Q000378 NN,D016159 Q000235 NN,D016159 Q000378 NN,D017209 Q000187 NY,D019808 Q000494 NN,D032661 Q000737 NY,D050759 Q000235 NN,D050759 Q000378 NN,D053148 Q000235 NN,D053148 Q000378 NN","3961,25476,172198,9847164,11476710,11751549,23663390",128961263,[Effect of cordyceps sinensis extract on Klotho expression and apoptosis in renal tubular epithelial cells induced by angiotensin II],"OBJECTIVE: To investigate the effect of cordyceps sinensis (CS) extract and losartan (Los) on the expression of Klotho (Kl), P53, P21, and apoptosis in renal tubular epithelial cell NRK-52E induced by angiotensin II (Ang II), and to elucidate its therapeutical mechanism in Ang II induced renal tubular epithelial cell apoptosis. METHODS: NRK-52E cells were incubated with CS with or without Ang II for 24 hours. Experimental groups were divided according to the increasing concentrations of CS:0 (serving as con",Zhong nan da xue xue bao. Yi xue ban = Journal of Central South University. Medical sciences,"Rong Tang, Qiaoling Zhou, Jinyong Shu, Tianfeng Tang, Xiang Ao, Weisheng Peng, Yide Zhang","Department of Nephrology, Xiangya Hospital, Central South University, Changsha 410008, China.",2009 Apr; 34(4):300-7,NULL,NULL
